role,fit,natural_percentage,adapted_percentage,compressed,over_time
{'S': 'Administrador De Vendas'},{'N': '81'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 62, ""O"": 41, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Administrativo'},{'N': '56'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 59, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '50'},"{'S': '[{""F"": 24, ""L"": 87, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 8, ""L"": 67, ""O"": 75, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Engenheiro de Dados'},{'N': '51'},"{'S': '[{""F"": 24, ""L"": 87, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 46, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Midias Sociais'},{'N': '85'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 67, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 59, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Vendas'},{'N': '36'},"{'S': '[{""F"": 39, ""L"": 51, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Administrativo'},{'N': '44'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 88, ""W"": 28}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Midias Sociais'},{'N': '44'},"{'S': '[{""F"": 88, ""L"": 74, ""O"": 36, ""W"": 28}]'}","{'S': '[{""F"": 53, ""L"": 86, ""O"": 27, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor de vendas Closer'},{'N': '78'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 62, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auditor'},{'N': '81'},"{'S': '[{""F"": 50, ""L"": 22, ""O"": 58, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 41, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor de vendas Hunter'},{'N': '39'},"{'S': '[{""F"": 17, ""L"": 74, ""O"": 88, ""W"": 92}]'}","{'S': '[{""F"": 25, ""L"": 67, ""O"": 72, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '69'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 44, ""W"": 48}]'}","{'S': '[{""F"": 76, ""L"": 62, ""O"": 41, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Logistica'},{'N': '85'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 36, ""W"": 59}]'}","{'S': '[{""F"": 79, ""L"": 62, ""O"": 30, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar de Departamento Pessoal'},{'N': '67'},"{'S': '[{""F"": 24, ""L"": 74, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 72, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Arquiteto e Urbanista'},{'N': '58'},"{'S': '[{""F"": 39, ""L"": 59, ""O"": 29, ""W"": 92}]'}","{'S': '[{""F"": 40, ""L"": 29, ""O"": 30, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '55'},"{'S': '[{""F"": 28, ""L"": 95, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 32, ""L"": 75, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Engenheiro de Dados'},{'N': '62'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 52, ""W"": 79}]'}","{'S': '[{""F"": 37, ""L"": 39, ""O"": 53, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '42'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 88, ""W"": 43}]'}","{'S': '[{""F"": 40, ""L"": 89, ""O"": 30, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Area'},{'N': '61'},"{'S': '[{""F"": 54, ""L"": 74, ""O"": 58, ""W"": 34}]'}","{'S': '[{""F"": 62, ""L"": 39, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Suporte ao Cliente'},{'N': '70'},"{'S': '[{""F"": 50, ""L"": 87, ""O"": 52, ""W"": 34}]'}","{'S': '[{""F"": 32, ""L"": 86, ""O"": 53, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '85'},"{'S': '[{""F"": 39, ""L"": 74, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 67, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Financeiro'},{'N': '74'},"{'S': '[{""F"": 28, ""L"": 59, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 32, ""L"": 50, ""O"": 53, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista da Qualidade'},{'N': '67'},"{'S': '[{""F"": 35, ""L"": 59, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 53, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Vice-Presidente'},{'N': '32'},"{'S': '[{""F"": 39, ""L"": 22, ""O"": 80, ""W"": 92}]'}","{'S': '[{""F"": 25, ""L"": 29, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador_de_Assistência'},{'N': '68'},"{'S': '[{""F"": 24, ""L"": 95, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 62, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '56'},"{'S': '[{""F"": 95, ""L"": 35, ""O"": 44, ""W"": 53}]'}","{'S': '[{""F"": 76, ""L"": 75, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Comercial'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Remuneracao'},{'N': '70'},"{'S': '[{""F"": 24, ""L"": 87, ""O"": 88, ""W"": 79}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 53, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '78'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 80, ""W"": 28}]'}","{'S': '[{""F"": 37, ""L"": 67, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '57'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 76, ""L"": 50, ""O"": 41, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '37'},"{'S': '[{""F"": 39, ""L"": 45, ""O"": 95, ""W"": 64}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 46, ""W"": 87}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '59'},"{'S': '[{""F"": 45, ""L"": 74, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 75, ""O"": 46, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '83'},"{'S': '[{""F"": 88, ""L"": 95, ""O"": 44, ""W"": 19}]'}","{'S': '[{""F"": 69, ""L"": 81, ""O"": 20, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Projetos'},{'N': '77'},"{'S': '[{""F"": 54, ""L"": 51, ""O"": 44, ""W"": 79}]'}","{'S': '[{""F"": 69, ""L"": 62, ""O"": 53, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '72'},"{'S': '[{""F"": 50, ""L"": 74, ""O"": 52, ""W"": 53}]'}","{'S': '[{""F"": 47, ""L"": 67, ""O"": 41, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '62'},"{'S': '[{""F"": 32, ""L"": 95, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 8, ""L"": 91, ""O"": 46, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '51'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 58, ""W"": 79}]'}","{'S': '[{""F"": 62, ""L"": 62, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '69'},"{'S': '[{""F"": 95, ""L"": 95, ""O"": 18, ""W"": 43}]'}","{'S': '[{""F"": 92, ""L"": 62, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Juridico'},{'N': '0'},"{'S': '[{""F"": 60, ""L"": 59, ""O"": 52, ""W"": 53}]'}","{'S': '[{""F"": 53, ""L"": 29, ""O"": 65, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '90'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 25, ""W"": 43}]'}","{'S': '[{""F"": 62, ""L"": 88, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '62'},"{'S': '[{""F"": 54, ""L"": 87, ""O"": 52, ""W"": 48}]'}","{'S': '[{""F"": 37, ""L"": 91, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Product Owner'},{'N': '56'},"{'S': '[{""F"": 32, ""L"": 95, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 72, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Administracao de Pessoal'},{'N': '82'},"{'S': '[{""F"": 32, ""L"": 28, ""O"": 92, ""W"": 88}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 46, ""W"": 90}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '64'},"{'S': '[{""F"": 32, ""L"": 74, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 59, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '44'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 44, ""W"": 34}]'}","{'S': '[{""F"": 53, ""L"": 90, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Administrador'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Desenvolvedor Front End'},{'N': '53'},"{'S': '[{""F"": 39, ""L"": 87, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 62, ""L"": 50, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '55'},"{'S': '[{""F"": 45, ""L"": 95, ""O"": 58, ""W"": 43}]'}","{'S': '[{""F"": 62, ""L"": 86, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Administrativo'},{'N': '56'},"{'S': '[{""F"": 35, ""L"": 95, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 25, ""L"": 88, ""O"": 53, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Projetos Pmo'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Diretor Executivo'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Recursos Humanos'},{'N': '90'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 67, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 59, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Administracao de Pessoal'},{'N': '67'},"{'S': '[{""F"": 35, ""L"": 95, ""O"": 58, ""W"": 59}]'}","{'S': '[{""F"": 8, ""L"": 86, ""O"": 65, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Pessoal'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Analista de Marketing - Comunicacao'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Vice-Presidente'},{'N': '46'},"{'S': '[{""F"": 35, ""L"": 95, ""O"": 88, ""W"": 28}]'}","{'S': '[{""F"": 47, ""L"": 81, ""O"": 53, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Contas a Pagar'},{'N': '70'},"{'S': '[{""F"": 54, ""L"": 28, ""O"": 88, ""W"": 53}]'}","{'S': '[{""F"": 76, ""L"": 39, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Gestao de Pessoas'},{'N': '54'},"{'S': '[{""F"": 45, ""L"": 45, ""O"": 80, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 67, ""O"": 72, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolver Full Stack'},{'N': '57'},"{'S': '[{""F"": 43, ""L"": 87, ""O"": 58, ""W"": 53}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 30, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '53'},"{'S': '[{""F"": 50, ""L"": 95, ""O"": 80, ""W"": 34}]'}","{'S': '[{""F"": 53, ""L"": 88, ""O"": 30, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '88'},"{'S': '[{""F"": 75, ""L"": 87, ""O"": 44, ""W"": 34}]'}","{'S': '[{""F"": 32, ""L"": 86, ""O"": 41, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Inovacao'},{'N': '69'},"{'S': '[{""F"": 45, ""L"": 95, ""O"": 25, ""W"": 59}]'}","{'S': '[{""F"": 76, ""L"": 50, ""O"": 30, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Business Partner'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente Nacional de Vendas'},{'N': '0'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 52, ""W"": 53}]'}","{'S': '[{""F"": 83, ""L"": 22, ""O"": 30, ""W"": 43}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Atendente'},{'N': '91'},"{'S': '[{""F"": 24, ""L"": 59, ""O"": 80, ""W"": 79}]'}","{'S': '[{""F"": 8, ""L"": 67, ""O"": 87, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Atendimento'},{'N': '68'},"{'S': '[{""F"": 43, ""L"": 51, ""O"": 58, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 62, ""O"": 59, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor Comercial'},{'N': '65'},"{'S': '[{""F"": 60, ""L"": 95, ""O"": 58, ""W"": 19}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 65, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CDO Chief Digital Officer'},{'N': '47'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 53, ""L"": 90, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenadora de Gestao de Pessoas'},{'N': '63'},"{'S': '[{""F"": 32, ""L"": 87, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 37, ""L"": 86, ""O"": 41, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '54'},"{'S': '[{""F"": 39, ""L"": 95, ""O"": 44, ""W"": 59}]'}","{'S': '[{""F"": 8, ""L"": 75, ""O"": 59, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '61'},"{'S': '[{""F"": 39, ""L"": 45, ""O"": 92, ""W"": 79}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 72, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Produto'},{'N': '62'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 29, ""W"": 79}]'}","{'S': '[{""F"": 76, ""L"": 50, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Back End'},{'N': '76'},"{'S': '[{""F"": 35, ""L"": 15, ""O"": 95, ""W"": 95}]'}","{'S': '[{""F"": 25, ""L"": 22, ""O"": 72, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Projetos'},{'N': '45'},"{'S': '[{""F"": 35, ""L"": 74, ""O"": 92, ""W"": 59}]'}","{'S': '[{""F"": 32, ""L"": 62, ""O"": 65, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor de sistemas Java Script'},{'N': '69'},"{'S': '[{""F"": 43, ""L"": 74, ""O"": 52, ""W"": 88}]'}","{'S': '[{""F"": 69, ""L"": 29, ""O"": 59, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Lider de Manutencao'},{'N': '52'},"{'S': '[{""F"": 75, ""L"": 19, ""O"": 52, ""W"": 64}]'}","{'S': '[{""F"": 76, ""L"": 29, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Operacoes'},{'N': '68'},"{'S': '[{""F"": 50, ""L"": 74, ""O"": 58, ""W"": 43}]'}","{'S': '[{""F"": 47, ""L"": 81, ""O"": 46, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente_de_Operacoes'},{'N': '53'},"{'S': '[{""F"": 35, ""L"": 95, ""O"": 80, ""W"": 48}]'}","{'S': '[{""F"": 69, ""L"": 29, ""O"": 30, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Consultor de vendas Closer'},{'N': '82'},"{'S': '[{""F"": 54, ""L"": 95, ""O"": 52, ""W"": 28}]'}","{'S': '[{""F"": 47, ""L"": 81, ""O"": 41, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Marketing - Produto'},{'N': '57'},"{'S': '[{""F"": 54, ""L"": 95, ""O"": 67, ""W"": 34}]'}","{'S': '[{""F"": 69, ""L"": 86, ""O"": 27, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Recursos Humanos'},{'N': '41'},"{'S': '[{""F"": 43, ""L"": 45, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Marketing'},{'N': '57'},"{'S': '[{""F"": 35, ""L"": 87, ""O"": 67, ""W"": 48}]'}","{'S': '[{""F"": 25, ""L"": 62, ""O"": 65, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente Juridico'},{'N': '80'},"{'S': '[{""F"": 88, ""L"": 74, ""O"": 25, ""W"": 43}]'}","{'S': '[{""F"": 62, ""L"": 86, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Contabil'},{'N': '70'},"{'S': '[{""F"": 54, ""L"": 35, ""O"": 44, ""W"": 79}]'}","{'S': '[{""F"": 69, ""L"": 13, ""O"": 46, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Administrativo'},{'N': '76'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 36, ""W"": 48}]'}","{'S': '[{""F"": 47, ""L"": 75, ""O"": 41, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '50'},"{'S': '[{""F"": 45, ""L"": 51, ""O"": 67, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 59, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Administracao de Pessoal'},{'N': '0'},"{'S': '[{""F"": 54, ""L"": 45, ""O"": 58, ""W"": 48}]'}","{'S': '[{""F"": 76, ""L"": 62, ""O"": 65, ""W"": 8}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'CTO Chief Technology Officer'},{'N': '57'},"{'S': '[{""F"": 95, ""L"": 95, ""O"": 25, ""W"": 43}]'}","{'S': '[{""F"": 76, ""L"": 86, ""O"": 20, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista Economico e Financeiro'},{'N': '72'},"{'S': '[{""F"": 60, ""L"": 19, ""O"": 36, ""W"": 88}]'}","{'S': '[{""F"": 53, ""L"": 39, ""O"": 46, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Pessoal'},{'N': '82'},"{'S': '[{""F"": 35, ""L"": 28, ""O"": 95, ""W"": 79}]'}","{'S': '[{""F"": 37, ""L"": 13, ""O"": 80, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Auxiliar Administrativo'},{'N': '83'},"{'S': '[{""F"": 39, ""L"": 35, ""O"": 80, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 46, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Medico'},{'N': '77'},"{'S': '[{""F"": 28, ""L"": 22, ""O"": 92, ""W"": 92}]'}","{'S': '[{""F"": 8, ""L"": 13, ""O"": 87, ""W"": 79}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Supervisor de Vendas'},{'N': '0'},"{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}","{'S': '[{""F"": 50, ""L"": 50, ""O"": 50, ""W"": 50}]'}",{'BOOL': False},{'BOOL': True}
{'S': 'Gerente de Treinamento e Desenvolvimento'},{'N': '63'},"{'S': '[{""F"": 54, ""L"": 51, ""O"": 58, ""W"": 34}]'}","{'S': '[{""F"": 40, ""L"": 39, ""O"": 53, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Gerente de Enfermagem'},{'N': '48'},"{'S': '[{""F"": 45, ""L"": 45, ""O"": 80, ""W"": 88}]'}","{'S': '[{""F"": 40, ""L"": 50, ""O"": 65, ""W"": 73}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '70'},"{'S': '[{""F"": 60, ""L"": 87, ""O"": 29, ""W"": 59}]'}","{'S': '[{""F"": 53, ""L"": 89, ""O"": 27, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'CEO Chief Executive Officer'},{'N': '81'},"{'S': '[{""F"": 75, ""L"": 74, ""O"": 36, ""W"": 48}]'}","{'S': '[{""F"": 69, ""L"": 67, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '57'},"{'S': '[{""F"": 35, ""L"": 95, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 32, ""L"": 81, ""O"": 59, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'COO Chief Operating Officer'},{'N': '50'},"{'S': '[{""F"": 32, ""L"": 74, ""O"": 80, ""W"": 64}]'}","{'S': '[{""F"": 47, ""L"": 29, ""O"": 87, ""W"": 23}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Account Manager'},{'N': '43'},"{'S': '[{""F"": 54, ""L"": 51, ""O"": 92, ""W"": 59}]'}","{'S': '[{""F"": 37, ""L"": 75, ""O"": 53, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Desenvolvedor Front End'},{'N': '60'},"{'S': '[{""F"": 20, ""L"": 74, ""O"": 92, ""W"": 64}]'}","{'S': '[{""F"": 37, ""L"": 50, ""O"": 59, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor de Recursos Humanos'},{'N': '67'},"{'S': '[{""F"": 50, ""L"": 87, ""O"": 67, ""W"": 34}]'}","{'S': '[{""F"": 40, ""L"": 88, ""O"": 41, ""W"": 29}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Diretor Financeiro'},{'N': '0'},"{'S': '[{""F"": 60, ""L"": 35, ""O"": 52, ""W"": 64}]'}","{'S': '[{""F"": 76, ""L"": 22, ""O"": 59, ""W"": 53}]'}",{'BOOL': True},{'BOOL': False}
{'S': 'Gerente de Area'},{'N': '87'},"{'S': '[{""F"": 88, ""L"": 95, ""O"": 29, ""W"": 34}]'}","{'S': '[{""F"": 47, ""L"": 88, ""O"": 27, ""W"": 43}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Analista de Recursos Humanos'},{'N': '74'},"{'S': '[{""F"": 45, ""L"": 59, ""O"": 80, ""W"": 43}]'}","{'S': '[{""F"": 37, ""L"": 39, ""O"": 72, ""W"": 65}]'}",{'BOOL': False},{'BOOL': False}
{'S': 'Coordenador de Endomarketing'},{'N': '55'},"{'S': '[{""F"": 32, ""L"": 95, ""O"": 67, ""W"": 53}]'}","{'S': '[{""F"": 8, ""L"": 86, ""O"": 59, ""W"": 53}]'}",{'BOOL': False},{'BOOL': False}
